HoldPriorValue,TaxRollYr,TotalAssessedVal
61600,2006,61600
62700,2006,62700
59000,2006,59000
66000,2006,66000
59500,2006,59500
60900,2006,60900
65900,2006,65900
58700,2006,58700
60900,2006,60900
59000,2006,59000
66400,2006,66400
58900,2006,58900
57300,2006,57300
63400,2006,63400
59600,2006,59600
58100,2006,58100
69700,2006,69700
57000,2006,57000
64300,2006,64300
60800,2006,60800
70600,2006,70600
59300,2006,59300
63600,2006,63600
60000,2006,60000
66600,2006,66600
65100,2006,65100
73300,2006,73300
59850,2006,59850
66800,2006,66800
62500,2006,62500
67000,2006,67000
65550,2006,65550
70400,2006,70400
63500,2006,63500
78500,2006,78500
82300,2006,82300
80500,2006,80500
78000,2006,78000
86700,2006,86700
37000,2006,37000
75900,2006,75900
40900,2006,40900
16800,2006,16800
62100,2006,62100
47500,2006,47500
43900,2006,43900
50900,2006,50900
48900,2006,48900
50820,2006,50820
44300,2006,44300
52900,2006,52900
54200,2006,54200
45600,2006,45600
48100,2006,48100
45500,2006,45500
64100,2006,64100
48100,2006,48100
55000,2006,55000
45000,2006,45000
48700,2006,48700
58700,2006,58700
47700,2006,47700
55500,2006,55500
57400,2006,57400
44400,2006,44400
50700,2006,50700
46600,2006,46600
50800,2006,50800
51600,2006,51600
47100,2006,47100
52300,2006,52300
54200,2006,54200
57900,2006,57900
69900,2006,69900
56700,2006,56700
66100,2006,66100
73400,2006,73400
61700,2006,61700
47200,2006,47200
59800,2006,59800
72000,2006,72000
62200,2006,62200
59400,2006,59400
58500,2006,58500
69200,2006,69200
81500,2006,81500
84800,2006,84800
65600,2006,65600
69500,2006,69500
58000,2006,58000
67600,2006,67600
58500,2006,58500
76700,2006,76700
57600,2006,57600
62500,2006,62500
59000,2006,59000
62000,2006,62000
73300,2006,73300
60300,2006,60300
70700,2006,70700
80800,2006,80800
68400,2006,68400
61600,2006,61600
66200,2006,66200
58900,2006,58900
79000,2006,79000
65300,2006,65300
63800,2006,63800
73000,2006,73000
59200,2006,59200
60900,2006,60900
57700,2006,57700
57400,2006,57400
55400,2006,55400
60100,2006,60100
64400,2006,64400
72700,2006,72700
66900,2006,66900
71300,2006,71300
62300,2006,62300
61900,2006,61900
58700,2006,58700
75200,2006,75200
63900,2006,63900
68200,2006,68200
74900,2006,74900
59200,2006,59200
64500,2006,64500
69900,2006,69900
64800,2006,64800
68700,2006,68700
56200,2006,56200
69200,2006,69200
57100,2006,57100
66100,2006,66100
63300,2006,63300
64500,2006,64500
63500,2006,63500
64100,2006,64100
61800,2006,61800
60800,2006,60800
61700,2006,61700
69100,2006,69100
63200,2006,63200
63600,2006,63600
58900,2006,58900
62300,2006,62300
56300,2006,56300
58500,2006,58500
66600,2006,66600
69800,2006,69800
64900,2006,64900
61400,2006,61400
63200,2006,63200
66200,2006,66200
55800,2006,55800
62800,2006,62800
61200,2006,61200
59000,2006,59000
64000,2006,64000
70400,2006,70400
57800,2006,57800
63400,2006,63400
70000,2006,70000
58200,2006,58200
67800,2006,67800
73400,2006,73400
57000,2006,57000
66700,2006,66700
62200,2006,62200
65400,2006,65400
70900,2006,70900
62500,2006,62500
67800,2006,67800
64400,2006,64400
68900,2006,68900
60700,2006,60700
62100,2006,62100
75600,2006,75600
63500,2006,63500
60400,2006,60400
59600,2006,59600
65600,2006,65600
63000,2006,63000
69200,2006,69200
68500,2006,68500
72700,2006,72700
55600,2006,55600
63500,2006,63500
66550,2006,66550
64500,2006,64500
63300,2006,63300
68700,2006,68700
67300,2006,67300
67900,2006,67900
72400,2006,72400
58200,2006,58200
70700,2006,70700
72400,2006,72400
70800,2006,70800
62400,2006,62400
68700,2006,68700
67050,2006,67050
84800,2006,84800
69700,2006,69700
69700,2006,69700
66200,2006,66200
65500,2006,65500
55400,2006,55400
93000,2006,93000
71000,2006,71000
66000,2006,66000
77000,2006,77000
60600,2006,60600
66000,2006,66000
78375,2006,78375
71800,2006,71800
68500,2006,68500
68500,2006,68500
69800,2006,69800
82300,2006,82300
71800,2006,71800
82600,2006,82600
76100,2006,76100
77000,2006,77000
69500,2006,69500
70500,2006,70500
76800,2006,76800
73500,2006,73500
70000,2006,70000
60500,2006,60500
82200,2006,82200
60900,2006,60900
69950,2006,69950
67300,2006,67300
10800,2006,10800
1000,2006,1000
56620,2006,56620
60500,2006,60500
62740,2006,62740
64000,2006,64000
62400,2006,62400
66000,2006,66000
56800,2006,56800
56500,2006,56500
58300,2006,58300
57600,2006,57600
66600,2006,66600
62900,2006,62900
59200,2006,59200
56500,2006,56500
67700,2006,67700
60400,2006,60400
65000,2006,65000
66400,2006,66400
57700,2006,57700
56500,2006,56500
70400,2006,70400
58800,2006,58800
119300,2006,119300
71700,2006,71700
74700,2006,74700
70900,2006,70900
69200,2006,69200
64800,2006,64800
66600,2006,66600
57500,2006,57500
61450,2006,61450
61800,2006,61800
75600,2006,75600
58800,2006,58800
55300,2006,55300
59500,2006,59500
79640,2006,79640
59259,2006,59259
57400,2006,57400
69400,2006,69400
1000,2006,1000
14900,2006,14900
69200,2006,69200
70500,2006,70500
77300,2006,77300
74580,2006,74580
72500,2006,72500
67100,2006,67100
73900,2006,73900
80000,2006,80000
100,2006,100
500,2006,500
500,2006,500
500,2006,500
500,2006,500
500,2006,500
500,2006,500
500,2006,500
63100,2006,63100
56900,2006,56900
59800,2006,59800
53200,2006,53200
53600,2006,53600
67500,2006,67500
56700,2006,56700
58600,2006,58600
52900,2006,52900
50700,2006,50700
59200,2006,59200
52800,2006,52800
56700,2006,56700
52900,2006,52900
51000,2006,51000
53900,2006,53900
52100,2006,52100
58300,2006,58300
54800,2006,54800
55100,2006,55100
50300,2006,50300
53400,2006,53400
50850,2006,50850
78700,2006,78700
52200,2006,52200
49300,2006,49300
62000,2006,62000
54400,2006,54400
59400,2006,59400
63200,2006,63200
59900,2006,59900
53300,2006,53300
56300,2006,56300
58100,2006,58100
53100,2006,53100
52400,2006,52400
53000,2006,53000
55200,2006,55200
89600,2006,89600
56400,2006,56400
51500,2006,51500
50900,2006,50900
60000,2006,60000
53200,2006,53200
66800,2006,66800
64000,2006,64000
52400,2006,52400
57700,2006,57700
56400,2006,56400
60100,2006,60100
60000,2006,60000
60700,2006,60700
59800,2006,59800
60900,2006,60900
56600,2006,56600
63700,2006,63700
66000,2006,66000
52700,2006,52700
43500,2006,43500
64900,2006,64900
57900,2006,57900
58700,2006,58700
52700,2006,52700
54100,2006,54100
54150,2006,54150
54100,2006,54100
59200,2006,59200
52700,2006,52700
56800,2006,56800
52100,2006,52100
47900,2006,47900
49700,2006,49700
591600,2006,591600
58500,2006,58500
54900,2006,54900
58300,2006,58300
55600,2006,55600
53900,2006,53900
64400,2006,64400
56500,2006,56500
50900,2006,50900
50800,2006,50800
64700,2006,64700
60300,2006,60300
64600,2006,64600
70100,2006,70100
67200,2006,67200
72800,2006,72800
69250,2006,69250
56400,2006,56400
69700,2006,69700
58500,2006,58500
70850,2006,70850
57900,2006,57900
59800,2006,59800
54700,2006,54700
57200,2006,57200
52800,2006,52800
53300,2006,53300
55100,2006,55100
50800,2006,50800
59300,2006,59300
61900,2006,61900
53640,2006,53640
55900,2006,55900
54900,2006,54900
51500,2006,51500
50500,2006,50500
52000,2006,52000
50400,2006,50400
54200,2006,54200
63700,2006,63700
58900,2006,58900
57800,2006,57800
56600,2006,56600
53100,2006,53100
50700,2006,50700
53800,2006,53800
60100,2006,60100
54700,2006,54700
56600,2006,56600
49700,2006,49700
54400,2006,54400
59200,2006,59200
53150,2006,53150
54600,2006,54600
56000,2006,56000
54800,2006,54800
53900,2006,53900
64650,2006,64650
57100,2006,57100
57600,2006,57600
56600,2006,56600
60000,2006,60000
50800,2006,50800
56300,2006,56300
51800,2006,51800
56000,2006,56000
58200,2006,58200
53600,2006,53600
58900,2006,58900
64600,2006,64600
59000,2006,59000
53800,2006,53800
47800,2006,47800
59300,2006,59300
53500,2006,53500
50300,2006,50300
48300,2006,48300
57500,2006,57500
57000,2006,57000
58400,2006,58400
50800,2006,50800
54400,2006,54400
60200,2006,60200
51800,2006,51800
60800,2006,60800
54200,2006,54200
60400,2006,60400
56700,2006,56700
61300,2006,61300
58300,2006,58300
55200,2006,55200
56100,2006,56100
57600,2006,57600
53500,2006,53500
58700,2006,58700
54300,2006,54300
53200,2006,53200
56600,2006,56600
60600,2006,60600
54300,2006,54300
48800,2006,48800
57000,2006,57000
56400,2006,56400
57900,2006,57900
60200,2006,60200
59200,2006,59200
57600,2006,57600
58100,2006,58100
60300,2006,60300
56800,2006,56800
60100,2006,60100
1000,2006,1000
64100,2006,64100
52900,2006,52900
51600,2006,51600
52400,2006,52400
54200,2006,54200
58800,2006,58800
56300,2006,56300
66900,2006,66900
57000,2006,57000
50200,2006,50200
60000,2006,60000
57000,2006,57000
52400,2006,52400
59400,2006,59400
49700,2006,49700
46700,2006,46700
50000,2006,50000
57800,2006,57800
65500,2006,65500
55800,2006,55800
51200,2006,51200
69600,2006,69600
60700,2006,60700
50000,2006,50000
60800,2006,60800
52050,2006,52050
52000,2006,52000
52100,2006,52100
55000,2006,55000
49200,2006,49200
52500,2006,52500
56800,2006,56800
56500,2006,56500
65000,2006,65000
50900,2006,50900
58900,2006,58900
68700,2006,68700
69700,2006,69700
72500,2006,72500
72700,2006,72700
91800,2006,91800
63400,2006,63400
65400,2006,65400
53400,2006,53400
62000,2006,62000
55500,2006,55500
59100,2006,59100
51000,2006,51000
63100,2006,63100
63500,2006,63500
800,2006,800
53400,2006,53400
55900,2006,55900
61400,2006,61400
69200,2006,69200
69900,2006,69900
47500,2006,47500
55600,2006,55600
55300,2006,55300
52000,2006,52000
405000,2006,405000
825000,2006,825000
23800,2006,23800
151200,2006,151200
4000,2006,4000
56700,2006,56700
30400,2006,30400
8600,2006,8600
5000,2006,5000
51800,2006,51800
57500,2006,57500
1217000,2006,1217000
113400,2006,113400
81500,2006,81500
67100,2006,67100
65200,2006,65200
63100,2006,63100
50800,2006,50800
72500,2006,72500
64900,2006,64900
66100,2006,66100
85050,2006,85050
111700,2006,111700
101000,2006,101000
79300,2006,79300
73900,2006,73900
80000,2006,80000
80300,2006,80300
81800,2006,81800
84100,2006,84100
71400,2006,71400
107300,2006,107300
82000,2006,82000
85000,2006,85000
97100,2006,97100
89200,2006,89200
56200,2006,56200
67800,2006,67800
60000,2006,60000
44900,2006,44900
46100,2006,46100
48400,2006,48400
53000,2006,53000
54200,2006,54200
53300,2006,53300
51700,2006,51700
75900,2006,75900
58900,2006,58900
51280,2006,51280
50000,2006,50000
31900,2006,31900
18500,2006,18500
45500,2006,45500
25000,2006,25000
612100,2006,612100
83300,2006,83300
88700,2006,88700
72200,2006,72200
66200,2006,66200
62900,2006,62900
67300,2006,67300
67500,2006,67500
64850,2006,64850
75000,2006,75000
58900,2006,58900
74700,2006,74700
76900,2006,76900
68500,2006,68500
63000,2006,63000
71800,2006,71800
60700,2006,60700
72300,2006,72300
64300,2006,64300
66400,2006,66400
60900,2006,60900
61800,2006,61800
56200,2006,56200
72900,2006,72900
85000,2006,85000
58800,2006,58800
57300,2006,57300
51900,2006,51900
55100,2006,55100
57500,2006,57500
56000,2006,56000
54900,2006,54900
51900,2006,51900
228000,2006,228000
74000,2006,74000
68600,2006,68600
70000,2006,70000
50900,2006,50900
62200,2006,62200
57300,2006,57300
49500,2006,49500
48600,2006,48600
46300,2006,46300
13500,2006,13500
94200,2006,94200
84100,2006,84100
74200,2006,74200
100000,2006,100000
90600,2006,90600
74600,2006,74600
50400,2006,50400
46700,2006,46700
45200,2006,45200
53150,2006,53150
27500,2006,27500
46200,2006,46200
36300,2006,36300
55200,2006,55200
52800,2006,52800
37300,2006,37300
37600,2006,37600
68700,2006,68700
58200,2006,58200
53800,2006,53800
51500,2006,51500
45900,2006,45900
65100,2006,65100
68600,2006,68600
57900,2006,57900
81100,2006,81100
41600,2006,41600
46200,2006,46200
37900,2006,37900
51900,2006,51900
53100,2006,53100
53400,2006,53400
59300,2006,59300
54400,2006,54400
61200,2006,61200
53100,2006,53100
54400,2006,54400
53980,2006,53980
63700,2006,63700
58900,2006,58900
55700,2006,55700
56050,2006,56050
64700,2006,64700
64700,2006,64700
55500,2006,55500
58500,2006,58500
58300,2006,58300
54500,2006,54500
62200,2006,62200
58700,2006,58700
57600,2006,57600
58100,2006,58100
58900,2006,58900
53400,2006,53400
53200,2006,53200
53100,2006,53100
58400,2006,58400
50000,2006,50000
55800,2006,55800
65500,2006,65500
55400,2006,55400
53100,2006,53100
53300,2006,53300
53300,2006,53300
53700,2006,53700
53900,2006,53900
53400,2006,53400
61000,2006,61000
52400,2006,52400
58800,2006,58800
52900,2006,52900
53400,2006,53400
58000,2006,58000
54200,2006,54200
64800,2006,64800
61300,2006,61300
61000,2006,61000
61000,2006,61000
67300,2006,67300
52100,2006,52100
58400,2006,58400
54600,2006,54600
51900,2006,51900
62000,2006,62000
61200,2006,61200
68200,2006,68200
58700,2006,58700
58500,2006,58500
56000,2006,56000
55700,2006,55700
54000,2006,54000
55100,2006,55100
77300,2006,77300
75300,2006,75300
72100,2006,72100
15000,2006,15000
50200,2006,50200
50000,2006,50000
52500,2006,52500
43600,2006,43600
58100,2006,58100
39500,2006,39500
62800,2006,62800
63900,2006,63900
73500,2006,73500
62900,2006,62900
71000,2006,71000
47200,2006,47200
40000,2006,40000
10000,2006,10000
10000,2006,10000
54700,2006,54700
53800,2006,53800
70400,2006,70400
52880,2006,52880
56000,2006,56000
52700,2006,52700
52500,2006,52500
56700,2006,56700
52000,2006,52000
54900,2006,54900
52800,2006,52800
61600,2006,61600
40000,2006,40000
40000,2006,40000
152700,2006,152700
20000,2006,20000
90000,2006,90000
98800,2006,98800
99000,2006,99000
102000,2006,102000
199000,2006,199000
71800,2006,71800
39800,2006,39800
200000,2006,200000
25000,2006,25000
49700,2006,49700
195000,2006,195000
187800,2006,187800
145318,2006,145318
30000,2006,30000
28000,2006,28000
80000,2006,80000
40000,2006,40000
278400,2006,278400
375000,2006,375000
65000,2006,65000
66400,2006,66400
4000,2006,4000
88600,2006,88600
94500,2006,94500
82500,2006,82500
94400,2006,94400
85000,2006,85000
88150,2006,88150
87800,2006,87800
99400,2006,99400
92500,2006,92500
71650,2006,71650
65700,2006,65700
73600,2006,73600
45800,2006,45800
54300,2006,54300
63100,2006,63100
58300,2006,58300
48900,2006,48900
55400,2006,55400
62700,2006,62700
53300,2006,53300
79100,2006,79100
62000,2006,62000
71300,2006,71300
61800,2006,61800
67200,2006,67200
65700,2006,65700
73500,2006,73500
64000,2006,64000
82700,2006,82700
122800,2006,122800
47000,2006,47000
76000,2006,76000
123800,2006,123800
60700,2006,60700
81000,2006,81000
55500,2006,55500
50800,2006,50800
50800,2006,50800
52500,2006,52500
50600,2006,50600
49200,2006,49200
66000,2006,66000
67100,2006,67100
61200,2006,61200
74100,2006,74100
58500,2006,58500
59200,2006,59200
67000,2006,67000
60300,2006,60300
47300,2006,47300
52900,2006,52900
52600,2006,52600
51000,2006,51000
56600,2006,56600
54550,2006,54550
69200,2006,69200
65500,2006,65500
74000,2006,74000
59500,2006,59500
67400,2006,67400
63900,2006,63900
34800,2006,34800
65000,2006,65000
65000,2006,65000
55900,2006,55900
61800,2006,61800
48100,2006,48100
44720,2006,44720
64350,2006,64350
49300,2006,49300
61600,2006,61600
58200,2006,58200
52200,2006,52200
63100,2006,63100
59350,2006,59350
56600,2006,56600
61300,2006,61300
52300,2006,52300
60000,2006,60000
1500,2006,1500
100,2006,100
84800,2006,84800
92200,2006,92200
74500,2006,74500
50000,2006,50000
63100,2006,63100
48300,2006,48300
48600,2006,48600
51600,2006,51600
49800,2006,49800
50800,2006,50800
101600,2006,101600
94100,2006,94100
51700,2006,51700
57200,2006,57200
50100,2006,50100
66850,2006,66850
52800,2006,52800
95100,2006,95100
86200,2006,86200
64200,2006,64200
81800,2006,81800
52800,2006,52800
58700,2006,58700
54000,2006,54000
52300,2006,52300
53000,2006,53000
83900,2006,83900
52850,2006,52850
52200,2006,52200
83700,2006,83700
42600,2006,42600
60000,2006,60000
66500,2006,66500
61900,2006,61900
52800,2006,52800
49800,2006,49800
54100,2006,54100
52600,2006,52600
54500,2006,54500
73200,2006,73200
53300,2006,53300
44800,2006,44800
76800,2006,76800
73000,2006,73000
60800,2006,60800
57200,2006,57200
62200,2006,62200
43800,2006,43800
44900,2006,44900
59600,2006,59600
77600,2006,77600
79500,2006,79500
53800,2006,53800
50800,2006,50800
35300,2006,35300
57400,2006,57400
54400,2006,54400
53700,2006,53700
84400,2006,84400
90400,2006,90400
95500,2006,95500
85900,2006,85900
75000,2006,75000
89400,2006,89400
76600,2006,76600
108100,2006,108100
73900,2006,73900
88300,2006,88300
51300,2006,51300
55200,2006,55200
56200,2006,56200
56400,2006,56400
60900,2006,60900
54800,2006,54800
54000,2006,54000
51900,2006,51900
53700,2006,53700
61100,2006,61100
63800,2006,63800
66500,2006,66500
66000,2006,66000
56100,2006,56100
36300,2006,36300
49400,2006,49400
51600,2006,51600
62400,2006,62400
53200,2006,53200
26300,2006,26300
27000,2006,27000
27000,2006,27000
27000,2006,27000
27000,2006,27000
52500,2006,52500
74400,2006,74400
45800,2006,45800
58000,2006,58000
48300,2006,48300
59200,2006,59200
65900,2006,65900
61600,2006,61600
61700,2006,61700
63200,2006,63200
56700,2006,56700
61700,2006,61700
56100,2006,56100
55800,2006,55800
67000,2006,67000
41200,2006,41200
10800,2006,10800
59000,2006,59000
67000,2006,67000
288500,2006,288500
48900,2006,48900
45900,2006,45900
31200,2006,31200
70100,2006,70100
62500,2006,62500
69800,2006,69800
59700,2006,59700
58500,2006,58500
76300,2006,76300
59100,2006,59100
61500,2006,61500
64600,2006,64600
63400,2006,63400
74300,2006,74300
486291,2006,486291
1714,2006,1714
610676,2006,610676
2229,2006,2229
801289,2006,801289
55852,2006,55852
2056,2006,2056
9070,2006,9070
1708,2006,1708
2066,2006,2066
5800,2006,5800
11920,2006,11920
50972,2006,50972
2572,2006,2572
65737,2006,65737
37020,2006,37020
400,2006,400
6000,2006,6000
55100,2006,55100
1000,2006,1000
300,2006,300
6000,2006,6000
1300,2006,1300
100,2006,100
6500,2006,6500
6500,2006,6500
6500,2006,6500
3600,2006,3600
9000,2006,9000
39000,2006,39000
71800,2006,71800
41500,2006,41500
12600,2006,12600
7000,2006,7000
20000,2006,20000
200000,2006,200000
68800,2006,68800
148400,2006,148400
79700,2006,79700
11300,2006,11300
2800,2006,2800
2300,2006,2300
79600,2006,79600
72000,2006,72000
140000,2006,140000
68000,2006,68000
138000,2006,138000
144300,2006,144300
130100,2006,130100
119300,2006,119300
160300,2006,160300
104600,2006,104600
73750,2006,73750
112500,2006,112500
78100,2006,78100
65000,2006,65000
119600,2006,119600
141600,2006,141600
23100,2006,23100
22600,2006,22600
20800,2006,20800
22300,2006,22300
21800,2006,21800
21800,2006,21800
18200,2006,18200
23000,2006,23000
24200,2006,24200
22200,2006,22200
20900,2006,20900
21200,2006,21200
23700,2006,23700
1000,2006,1000
75700,2006,75700
65400,2006,65400
53700,2006,53700
44900,2006,44900
60600,2006,60600
87700,2006,87700
65800,2006,65800
70200,2006,70200
79300,2006,79300
88500,2006,88500
84300,2006,84300
59600,2006,59600
63200,2006,63200
64400,2006,64400
74500,2006,74500
124700,2006,124700
178200,2006,178200
95800,2006,95800
87500,2006,87500
63300,2006,63300
108800,2006,108800
30000,2006,30000
19500,2006,19500
88000,2006,88000
94500,2006,94500
91350,2006,91350
75100,2006,75100
86700,2006,86700
98200,2006,98200
81600,2006,81600
88200,2006,88200
98800,2006,98800
100700,2006,100700
85300,2006,85300
88100,2006,88100
71100,2006,71100
100500,2006,100500
85700,2006,85700
91500,2006,91500
90000,2006,90000
85400,2006,85400
91600,2006,91600
95500,2006,95500
116200,2006,116200
94300,2006,94300
94200,2006,94200
90300,2006,90300
111900,2006,111900
103100,2006,103100
99100,2006,99100
165000,2006,165000
115000,2006,115000
110000,2006,110000
55300,2006,55300
129400,2006,129400
70500,2006,70500
81200,2006,81200
75600,2006,75600
130000,2006,130000
92000,2006,92000
103500,2006,103500
127800,2006,127800
147500,2006,147500
200000,2006,200000
118400,2006,118400
75000,2006,75000
90200,2006,90200
106100,2006,106100
156000,2006,156000
133000,2006,133000
152200,2006,152200
146000,2006,146000
154400,2006,154400
145000,2006,145000
221000,2006,221000
225000,2006,225000
130000,2006,130000
104500,2006,104500
40000,2006,40000
45000,2006,45000
128000,2006,128000
117900,2006,117900
122300,2006,122300
121000,2006,121000
2700000,2006,2700000
40000,2006,40000
63200,2006,63200
55000,2006,55000
52900,2006,52900
60400,2006,60400
65000,2006,65000
131300,2006,131300
123600,2006,123600
115950,2006,115950
163900,2006,163900
12500,2006,12500
95700,2006,95700
105000,2006,105000
179700,2006,179700
145300,2006,145300
136800,2006,136800
100000,2006,100000
111300,2006,111300
133000,2006,133000
138200,2006,138200
155000,2006,155000
104000,2006,104000
115500,2006,115500
115000,2006,115000
118500,2006,118500
112000,2006,112000
119800,2006,119800
60400,2006,60400
83900,2006,83900
6100,2006,6100
14500,2006,14500
114900,2006,114900
90500,2006,90500
162500,2006,162500
71800,2006,71800
54000,2006,54000
71800,2006,71800
69700,2006,69700
78800,2006,78800
6300,2006,6300
33000,2006,33000
201800,2006,201800
16200,2006,16200
169200,2006,169200
153800,2006,153800
300000,2006,300000
60200,2006,60200
84400,2006,84400
48900,2006,48900
79600,2006,79600
65300,2006,65300
79400,2006,79400
66300,2006,66300
70000,2006,70000
61000,2006,61000
65000,2006,65000
73800,2006,73800
74000,2006,74000
63000,2006,63000
69200,2006,69200
65300,2006,65300
64600,2006,64600
80600,2006,80600
63000,2006,63000
63100,2006,63100
90600,2006,90600
72300,2006,72300
80300,2006,80300
70200,2006,70200
92000,2006,92000
59700,2006,59700
67200,2006,67200
63660,2006,63660
70100,2006,70100
90600,2006,90600
73400,2006,73400
63900,2006,63900
73600,2006,73600
95600,2006,95600
68400,2006,68400
70500,2006,70500
64300,2006,64300
59700,2006,59700
71400,2006,71400
60800,2006,60800
65500,2006,65500
56500,2006,56500
63100,2006,63100
83500,2006,83500
56900,2006,56900
67700,2006,67700
64200,2006,64200
67600,2006,67600
101700,2006,101700
99000,2006,99000
139000,2006,139000
80500,2006,80500
105000,2006,105000
103900,2006,103900
57000,2006,57000
96000,2006,96000
65300,2006,65300
89300,2006,89300
61000,2006,61000
69200,2006,69200
63200,2006,63200
66200,2006,66200
84000,2006,84000
83400,2006,83400
73400,2006,73400
77300,2006,77300
71200,2006,71200
62000,2006,62000
64300,2006,64300
107700,2006,107700
87500,2006,87500
64300,2006,64300
76000,2006,76000
92100,2006,92100
96500,2006,96500
108600,2006,108600
89900,2006,89900
80600,2006,80600
90600,2006,90600
76800,2006,76800
85700,2006,85700
96700,2006,96700
86600,2006,86600
93200,2006,93200
94400,2006,94400
88900,2006,88900
79000,2006,79000
76400,2006,76400
96300,2006,96300
91000,2006,91000
70400,2006,70400
108600,2006,108600
90000,2006,90000
65500,2006,65500
93900,2006,93900
91900,2006,91900
68700,2006,68700
2600,2006,2600
81700,2006,81700
83900,2006,83900
72700,2006,72700
84100,2006,84100
70100,2006,70100
57000,2006,57000
77400,2006,77400
85600,2006,85600
99900,2006,99900
102000,2006,102000
78400,2006,78400
60900,2006,60900
129700,2006,129700
109500,2006,109500
95800,2006,95800
171300,2006,171300
95100,2006,95100
82900,2006,82900
89600,2006,89600
88900,2006,88900
91700,2006,91700
80200,2006,80200
72200,2006,72200
73600,2006,73600
98000,2006,98000
79700,2006,79700
66400,2006,66400
72500,2006,72500
90100,2006,90100
99500,2006,99500
93500,2006,93500
96900,2006,96900
121400,2006,121400
92700,2006,92700
108500,2006,108500
45000,2006,45000
98000,2006,98000
93500,2006,93500
95900,2006,95900
105300,2006,105300
113000,2006,113000
135500,2006,135500
121100,2006,121100
105000,2006,105000
45000,2006,45000
104900,2006,104900
48000,2006,48000
47000,2006,47000
105500,2006,105500
45000,2006,45000
55000,2006,55000
62000,2006,62000
14700,2006,14700
56600,2006,56600
83300,2006,83300
58400,2006,58400
92000,2006,92000
106900,2006,106900
175700,2006,175700
87000,2006,87000
90200,2006,90200
90200,2006,90200
35000,2006,35000
35000,2006,35000
35000,2006,35000
98300,2006,98300
85500,2006,85500
75000,2006,75000
65000,2006,65000
57100,2006,57100
93800,2006,93800
140400,2006,140400
128600,2006,128600
53600,2006,53600
62400,2006,62400
82200,2006,82200
111300,2006,111300
110050,2006,110050
95000,2006,95000
76600,2006,76600
95800,2006,95800
97000,2006,97000
85500,2006,85500
73900,2006,73900
83950,2006,83950
115000,2006,115000
86400,2006,86400
88700,2006,88700
103000,2006,103000
89600,2006,89600
97100,2006,97100
84100,2006,84100
78000,2006,78000
88300,2006,88300
86900,2006,86900
88000,2006,88000
63000,2006,63000
57900,2006,57900
48700,2006,48700
170300,2006,170300
78700,2006,78700
85800,2006,85800
110000,2006,110000
99800,2006,99800
120200,2006,120200
97700,2006,97700
109200,2006,109200
94400,2006,94400
77800,2006,77800
90200,2006,90200
76800,2006,76800
70600,2006,70600
74400,2006,74400
68700,2006,68700
76200,2006,76200
71000,2006,71000
78300,2006,78300
66000,2006,66000
80600,2006,80600
68200,2006,68200
330000,2006,330000
143000,2006,143000
176000,2006,176000
136400,2006,136400
79300,2006,79300
120700,2006,120700
133700,2006,133700
122300,2006,122300
127000,2006,127000
112900,2006,112900
126100,2006,126100
130000,2006,130000
121100,2006,121100
139100,2006,139100
126100,2006,126100
145000,2006,145000
130000,2006,130000
123500,2006,123500
101400,2006,101400
66100,2006,66100
118000,2006,118000
127500,2006,127500
130000,2006,130000
140000,2006,140000
133000,2006,133000
139800,2006,139800
123300,2006,123300
137800,2006,137800
126000,2006,126000
152000,2006,152000
153700,2006,153700
163800,2006,163800
165000,2006,165000
124400,2006,124400
110000,2006,110000
130600,2006,130600
16200,2006,16200
54000,2006,54000
120000,2006,120000
157000,2006,157000
157000,2006,157000
65000,2006,65000
172500,2006,172500
180000,2006,180000
325000,2006,325000
181500,2006,181500
190000,2006,190000
164900,2006,164900
170000,2006,170000
168000,2006,168000
202600,2006,202600
165250,2006,165250
148000,2006,148000
118000,2006,118000
115700,2006,115700
112400,2006,112400
152000,2006,152000
107300,2006,107300
109400,2006,109400
114300,2006,114300
95800,2006,95800
110000,2006,110000
115000,2006,115000
52000,2006,52000
62000,2006,62000
119900,2006,119900
135000,2006,135000
115000,2006,115000
18608,2006,18608
22240,2006,22240
26320,2006,26320
70500,2006,70500
37300,2006,37300
78000,2006,78000
87700,2006,87700
92000,2006,92000
65500,2006,65500
19976,2006,19976
19976,2006,19976
5593,2006,5593
62500,2006,62500
105000,2006,105000
65700,2006,65700
15000,2006,15000
224100,2006,224100
63900,2006,63900
138500,2006,138500
104200,2006,104200
114500,2006,114500
90000,2006,90000
54400,2006,54400
50000,2006,50000
85900,2006,85900
48100,2006,48100
60800,2006,60800
41400,2006,41400
174900,2006,174900
72700,2006,72700
77500,2006,77500
70600,2006,70600
75100,2006,75100
71700,2006,71700
77300,2006,77300
75600,2006,75600
62900,2006,62900
90000,2006,90000
83500,2006,83500
80700,2006,80700
71800,2006,71800
127500,2006,127500
131700,2006,131700
95500,2006,95500
88600,2006,88600
112300,2006,112300
96900,2006,96900
138700,2006,138700
120300,2006,120300
163400,2006,163400
140000,2006,140000
159700,2006,159700
140000,2006,140000
117900,2006,117900
140500,2006,140500
109600,2006,109600
108500,2006,108500
94600,2006,94600
108500,2006,108500
115700,2006,115700
66300,2006,66300
86340,2006,86340
87050,2006,87050
96700,2006,96700
73600,2006,73600
97300,2006,97300
82700,2006,82700
99900,2006,99900
60000,2006,60000
91400,2006,91400
72600,2006,72600
83400,2006,83400
70400,2006,70400
47100,2006,47100
